30	0	52	60	64	125	1671	133
30	0	59	65	71	126	850	89
30	0	65	72	77	127	1062	63
30	0	80	78	92	128	661	52
30	0	89	93	101	129	394	31
30	0	97	102	127	130	503	10
30	0	36	0	48	122	3314	337
30	0	42	49	54	123	3044	237
30	0	47	55	59	124	2091	178
30	0	52	60	64	125	1671	133
30	0	59	65	71	126	850	89
30	0	65	72	77	127	1062	63
30	0	80	78	92	128	661	52
30	0	89	93	101	129	394	31
30	0	97	102	127	130	503	10
31	0	67	0	64	203	784	71
31	0	82	65	80	204	691	18
31	0	82	81	95	204	691	18
31	0	99	96	127	204	691	18
31	0	52	0	52	360	100	133
31	0	64	53	64	361	51	67
31	0	76	65	76	362	25	34
31	0	88	77	88	363	13	17
31	0	99	89	100	364	11	18
31	0	109	101	112	365	16	10
31	0	119	113	127	366	17	25
32	0	32	0	37	22	7814	426
32	0	43	38	51	23	6539	451
32	0	60	52	72	24	2639	85
32	0	60	73	84	24	2639	85
32	0	83	85	86	190	2290	469
32	0	96	87	127	191	2033	148
33	0	56	0	43	239	2717	106
33	0	59	44	54	240	2472	89
33	0	76	55	80	241	997	134
33	0	76	81	106	241	997	134
33	0	99	107	127	364	11	18
34	0	30	0	35	286	6692	478
34	0	40	36	45	287	6302	534
34	0	50	46	78	288	3397	301
34	0	84	79	88	215	4102	886
34	0	93	89	97	216	2882	677
34	0	101	98	127	217	1843	647
35	0	36	0	42	173	9308	337
35	0	48	43	66	174	5344	169
35	0	60	67	78	175	2496	84
35	0	84	79	88	215	4102	886
35	0	93	89	97	216	2882	677
35	0	101	98	127	217	1843	647
36	0	31	0	38	372	6513	905
36	0	43	39	67	373	3908	1579
36	0	83	68	104	374	328	22
36	0	84	105	127	403	2763	190
37	0	52	0	50	375	1260	537
37	0	52	51	60	375	1260	537
37	0	43	61	69	373	3908	1579
37	0	83	70	104	374	328	22
37	0	84	105	127	403	2763	190
38	0	33	0	45	411	16476	403
38	0	48	46	69	412	3475	170
38	0	72	70	90	413	2445	42
38	0	96	91	127	414	1356	21
38	0	59	0	34	0	1353	91
38	0	59	35	46	0	1353	91
38	0	72	47	127	1	1380	43
38	0	36	0	54	418	8625	338
38	0	48	55	69	412	3475	170
38	0	72	70	90	413	2445	42
38	0	96	91	127	414	1356	21
39	0	33	0	43	415	9501	401
39	0	48	44	66	416	2768	340
39	0	72	67	83	417	2956	42
39	0	72	84	96	417	2956	42
39	0	84	97	127	403	2763	190
39	0	29	0	34	419	5591	509
39	0	29	35	45	419	5591	509
39	0	48	46	69	412	3475	170
39	0	72	70	90	413	2445	42
39	0	96	91	127	414	1356	21
39	0	59	0	34	0	1353	91
39	0	59	35	46	0	1353	91
39	0	72	47	60	1	1380	43
39	0	72	61	72	1	1380	43
39	0	72	73	84	1	1380	43
39	0	72	85	96	1	1380	43
39	0	72	97	127	1	1380	43
40	0	56	0	68	482	1341	106
40	0	58	69	70	483	1483	95
40	0	64	71	76	484	1330	67
40	0	68	77	80	485	1298	53
40	0	74	81	88	486	1115	37
40	0	83	89	96	487	934	22
40	0	92	97	105	488	868	53
40	0	106	106	106	335	6	12
40	0	95	107	127	434	366	44
40	0	41	0	57	77	813	253
40	0	56	58	68	482	1341	106
40	0	58	69	70	483	1483	95
40	0	64	71	76	484	1330	67
40	0	68	77	80	485	1298	53
40	0	74	81	88	486	1115	37
40	0	83	89	96	487	934	22
40	0	92	97	105	488	868	53
40	0	106	106	106	335	6	12
40	0	95	107	127	434	366	44
41	0	56	0	60	482	1341	106
41	0	58	61	62	483	1483	95
41	0	64	63	68	484	1330	67
41	0	68	69	72	485	1298	53
41	0	74	73	78	486	1115	37
41	0	83	79	84	487	934	22
41	0	92	85	105	488	868	53
41	0	106	106	106	335	6	12
41	0	95	107	127	434	366	44
42	0	28	0	33	76	1251	531
42	0	41	34	45	77	813	253
42	0	53	46	55	75	603	501
42	0	64	56	65	74	729	67
42	0	76	66	91	78	453	33
42	0	106	106	106	335	6	12
42	0	92	92	105	488	868	53
42	0	96	107	127	187	1	21
43	0	29	0	38	101	2415	501
43	0	42	39	54	100	1128	239
43	0	59	55	72	99	425	90
43	0	64	73	87	183	1	67
43	0	72	88	95	184	3	42
43	0	96	107	127	187	1	21
43	0	80	96	102	185	2	53
43	0	88	103	106	186	1	50
44	0	57	0	55	405	251	9710
44	0	71	56	83	406	147	11272
44	0	88	84	127	407	136	7411
45	0	71	0	88	304	2073	398
45	0	96	89	127	303	549	137
46	0	57	0	62	188	3340	501
46	0	70	63	76	189	2937	520
46	0	83	77	86	190	2290	469
46	0	96	87	127	191	2033	148
47	0	55	0	50	442	0	0
47	0	55	51	55	442	0	0
47	0	55	56	60	442	0	0
47	0	55	61	65	442	0	0
47	0	55	66	70	442	0	0
47	0	55	71	76	442	0	0
47	0	55	77	82	442	0	0
47	0	55	83	88	442	0	0
47	0	55	89	95	442	0	0
47	0	55	96	127	442	0	0
48	0	57	0	55	405	251	9710
48	0	71	56	83	406	147	11272
48	0	88	84	127	407	136	7411
48	0	57	0	55	405	251	9710
48	0	71	56	83	406	147	11272
48	0	88	84	127	407	136	7411
49	0	57	0	55	405	251	9710
49	0	71	56	83	406	147	11272
49	0	88	84	127	407	136	7411
50	0	48	0	53	388	169	10805
50	0	69	54	78	389	284	10741
50	0	86	79	127	390	82	9507
50	0	67	0	77	391	2336	12051
50	0	82	78	88	392	983	5067
50	0	88	89	92	407	136	7411
50	0	82	93	95	392	983	5067
50	0	86	96	127	390	82	9507
51	0	48	0	52	388	169	10805
51	0	69	53	76	389	284	10741
51	0	86	77	127	390	82	9507
52	0	68	0	85	85	3689	8712
52	0	86	86	95	390	82	9507
52	0	86	96	127	390	82	9507
52	0	68	0	85	85	3689	8712
52	0	86	86	95	390	82	9507
52	0	86	96	127	390	82	9507
53	0	70	0	68	311	918	1750
53	0	79	69	84	312	1315	1945
53	0	90	85	100	313	1445	1827
53	0	95	101	127	346	2406	22
54	0	74	0	55	426	18	5360
54	0	74	56	89	426	18	5360
54	0	106	90	102	427	29	1560
54	0	96	103	127	187	1	21
55	0	68	0	127	283	13377	2014
56	0	40	0	43	447	1941	268
56	0	48	44	50	448	2724	169
56	0	55	51	57	449	2251	113
56	0	53	58	65	455	1275	127
56	0	61	66	73	456	1210	80
56	0	69	74	81	457	942	100
56	0	74	82	86	458	721	38
56	0	80	87	93	459	560	27
56	0	89	94	103	460	444	16
56	0	95	104	127	434	366	44
57	0	40	0	43	447	1941	268
57	0	48	44	50	448	2724	169
57	0	55	51	57	449	2251	113
57	0	62	58	64	450	1916	76
57	0	68	65	72	451	2652	54
57	0	77	73	81	452	1569	32
57	0	86	82	88	453	893	57
57	0	92	89	93	454	460	13
57	0	89	94	103	460	444	16
57	0	95	104	127	434	366	44
57	0	48	0	43	448	2724	169
57	0	55	44	53	449	2251	113
57	0	53	54	65	455	1275	127
57	0	61	66	73	456	1210	80
57	0	69	74	81	457	942	100
57	0	74	82	86	458	721	38
57	0	80	87	93	459	560	27
57	0	89	94	102	460	444	16
57	0	99	103	127	461	208	18
58	0	39	0	39	462	1372	281
58	0	50	40	55	463	1032	147
58	0	62	56	64	450	1916	76
58	0	68	65	72	451	2652	54
58	0	77	73	81	452	1569	32
58	0	86	82	88	453	893	57
58	0	92	89	93	454	460	13
58	0	89	94	103	460	444	16
58	0	95	104	127	434	366	44
59	0	64	0	66	249	4115	67
59	0	73	67	74	250	3422	80
59	0	79	75	81	251	3254	113
59	0	86	82	87	252	2835	38
59	0	80	88	93	459	560	27
59	0	89	94	103	460	444	16
59	0	95	104	127	434	366	44
60	0	60	60	67	162	5356	422
60	0	72	68	79	163	3831	253
60	0	72	80	99	163	3831	253
60	0	95	100	127	434	366	44
60	0	60	0	59	162	5356	422
60	0	60	0	57	162	5356	422
60	0	72	58	69	163	3831	253
60	0	72	70	99	163	3831	253
60	0	95	100	127	434	366	44
61	0	64	0	68	53	5805	66
61	0	72	69	80	54	7241	211
61	0	84	81	90	55	7893	295
61	0	96	91	127	56	5183	43
61	0	64	0	68	53	5805	66
61	0	72	69	80	54	7241	211
61	0	84	81	90	55	7893	295
61	0	96	91	127	56	5183	43
62	0	48	0	52	338	5639	2360
62	0	60	53	64	339	3829	2191
62	0	72	65	76	340	4020	1981
62	0	84	77	86	341	2775	1264
62	0	95	87	97	342	3023	11
62	0	86	98	127	390	82	9507
62	0	48	0	52	338	5639	2360
62	0	60	53	64	339	3829	2191
62	0	72	65	76	340	4020	1981
62	0	84	77	86	341	2775	1264
62	0	95	87	97	342	3023	11
62	0	86	98	127	390	82	9507
62	0	48	0	52	338	5639	2360
62	0	60	53	64	339	3829	2191
62	0	72	65	76	340	4020	1981
62	0	84	77	86	341	2775	1264
62	0	95	87	97	342	3023	11
62	0	86	98	127	390	82	9507
63	0	43	0	47	343	8834	675
63	0	55	48	67	344	5417	338
63	0	72	68	88	345	3494	43
63	0	95	89	127	346	2406	22
63	0	48	0	52	388	169	10805
63	0	69	53	76	389	284	10741
63	0	86	77	127	390	82	9507
63	0	60	0	67	162	5356	422
63	0	72	68	79	163	3831	253
63	0	72	80	88	163	3831	253
63	0	95	100	127	434	366	44
63	0	72	89	99	163	3831	253
64	0	58	0	70	428	1856	95
64	0	64	71	76	429	1220	68
64	0	70	77	82	430	3761	48
64	0	76	83	88	431	3225	34
64	0	83	89	95	432	2235	67
64	0	89	96	102	433	458	16
64	0	95	103	127	434	366	44
65	0	41	0	53	29	2359	251
65	0	47	54	59	30	1086	180
65	0	51	60	63	31	1111	144
65	0	57	64	69	32	1098	101
65	0	65	70	77	33	683	64
65	0	75	78	87	34	1150	35
65	0	83	88	96	35	678	44
65	0	92	97	127	36	302	52
66	0	34	0	43	465	1201	380
66	0	45	44	54	466	1014	201
66	0	51	55	60	467	856	142
66	0	56	61	65	468	726	106
66	0	62	66	71	469	936	76
66	0	69	72	78	470	616	50
66	0	77	79	86	471	547	32
66	0	85	87	94	472	365	20
66	0	95	95	127	473	403	11
67	0	38	0	40	64	464	299
67	0	48	41	53	65	438	168
67	0	59	54	71	66	571	90
67	0	86	72	88	67	193	19
67	0	109	89	95	68	63	10
67	0	95	96	127	473	403	11
68	0	61	0	64	262	2165	80
68	0	69	65	72	263	1579	51
68	0	77	73	79	264	1579	32
68	0	85	80	86	266	825	80
68	0	81	87	102	265	201	25
68	0	99	103	127	461	208	18
69	0	53	0	57	132	815	127
69	0	61	58	65	133	822	80
69	0	70	66	75	134	616	48
69	0	82	76	85	135	731	24
69	0	83	86	95	432	2235	67
69	0	89	96	102	433	458	16
69	0	95	103	127	434	366	44
70	0	44	0	50	47	561	212
70	0	69	51	68	48	205	49
70	0	69	69	86	48	205	49
70	0	109	87	95	68	63	10
70	0	95	96	127	473	403	11
71	0	55	0	56	420	113	112
71	0	64	57	70	421	70	68
71	0	70	71	78	422	48	47
71	0	75	79	85	423	36	35
71	0	87	86	99	424	38	18
71	0	95	100	127	434	366	44
72	0	79	0	82	299	1115	82
72	0	84	83	102	300	668	21
72	0	95	103	127	269	2880	11
73	0	65	0	69	164	1920	64
73	0	73	70	77	165	1948	80
73	0	78	78	84	166	1793	29
73	0	88	85	91	167	1261	34
73	0	95	92	97	168	1044	11
73	0	104	98	100	169	681	13
73	0	95	101	127	269	2880	11
74	0	66	0	70	317	934	60
74	0	75	71	77	318	1034	36
74	0	83	78	88	319	733	23
74	0	93	89	95	320	309	13
74	0	101	96	97	321	190	16
74	0	95	98	127	269	2880	11
75	0	73	0	58	305	1680	2165
75	0	73	59	97	305	1680	2165
75	0	89	98	127	433	458	16
76	0	72	0	81	51	1983	42
76	0	84	82	97	52	987	21
76	0	89	98	127	433	458	16
77	0	63	0	66	352	3559	2336
77	0	70	67	73	353	2962	1891
77	0	78	74	95	354	2509	1994
77	0	84	96	102	300	668	21
77	0	95	103	127	269	2880	11
78	0	52	0	52	360	100	133
78	0	64	53	64	361	51	67
78	0	76	65	84	362	25	34
78	0	88	85	98	363	13	17
78	0	95	99	127	269	2880	11
79	0	72	0	81	267	3081	43
79	0	83	82	90	268	2581	22
79	0	95	91	127	269	2880	11
80	0	41	0	38	382	2991	3031
80	0	48	39	52	383	5198	2694
80	0	60	53	63	384	4000	3551
80	0	67	64	77	385	1641	5313
80	0	79	78	97	386	2032	4789
80	0	96	98	127	387	828	1800
80	0	45	0	45	234	15	201
80	0	56	46	55	235	14	106
80	0	68	56	67	236	14	53
80	0	80	68	80	237	17	27
80	0	91	81	91	238	15	14
80	0	106	92	108	335	6	12
80	0	113	109	112	336	4	12
80	0	118	113	127	337	3	12
80	0	52	0	52	360	100	133
80	0	64	53	64	361	51	67
80	0	76	65	82	362	25	34
80	0	88	83	100	363	13	17
80	0	99	109	127	364	11	18
80	0	88	101	108	363	13	17
81	0	48	0	55	326	5111	10132
81	0	60	56	67	327	4408	5903
81	0	72	68	85	328	3892	6127
81	0	86	86	107	390	82	9507
81	0	95	108	127	346	2406	22
81	0	40	0	40	329	265	265
81	0	52	41	51	330	132	132
81	0	64	52	63	331	66	66
81	0	76	64	76	332	33	33
81	0	88	77	88	333	17	17
81	0	101	89	100	334	8	16
81	0	113	101	112	336	4	12
81	0	118	113	127	337	3	12
81	0	53	0	47	118	5339	126
81	0	53	48	72	118	5339	126
81	0	77	73	104	119	3461	63
81	0	95	105	127	434	366	44
82	0	72	0	78	71	2088	3546
82	0	84	79	102	72	2192	4125
82	0	86	103	127	390	82	9507
83	0	72	0	78	81	5542	42
83	0	83	79	127	82	5913	22
84	0	60	0	52	86	5879	253
84	0	60	53	72	86	5879	253
84	0	84	73	101	87	3188	43
84	0	97	102	127	130	503	10
85	0	66	0	69	170	844	2376
85	0	79	70	127	379	1346	5219
86	0	81	0	63	5	4157	3520
86	0	81	64	105	5	4157	3520
86	0	91	106	127	210	2237	1660
87	0	48	0	45	59	3213	169
87	0	48	46	61	59	3213	169
87	0	72	62	95	60	2555	42
87	0	96	96	127	61	2344	21
88	0	53	0	71	159	3820	1645
88	0	81	72	83	160	2374	821
88	0	81	84	99	160	2374	821
88	0	90	100	127	245	299	15
89	0	74	0	104	492	399	5380
89	0	86	105	127	171	684	2583
90	0	48	0	52	306	6350	169
90	0	60	53	66	307	5713	84
90	0	72	67	78	308	4758	43
90	0	83	79	90	309	4663	22
90	0	95	91	127	310	3536	11
91	0	79	0	59	379	1346	5219
91	0	79	60	97	379	1346	5219
91	0	79	98	127	379	1346	5219
92	0	49	0	46	137	800	160
92	0	56	47	64	138	731	107
92	0	67	65	80	139	361	56
92	0	80	81	93	140	442	53
92	0	97	94	127	141	104	10
93	0	42	0	49	197	5284	711
93	0	62	50	67	198	2699	224
93	0	71	68	78	199	2848	89
93	0	84	79	90	200	2585	21
93	0	96	91	127	201	1802	201
94	0	68	0	85	85	3689	8712
94	0	86	86	101	390	82	9507
94	0	79	102	127	379	1346	5219
95	0	48	0	52	388	169	10805
95	0	69	53	76	389	284	10741
95	0	86	77	127	390	82	9507
96	0	67	0	78	209	2901	1852
96	0	91	79	90	210	2237	1660
96	0	91	91	127	210	2237	1660
97	0	60	0	54	377	8409	3376
97	0	60	55	68	377	8409	3376
97	0	84	78	84	378	6590	2902
97	0	84	96	127	378	6590	2902
97	0	84	85	95	378	6590	2902
97	0	60	69	77	377	8409	3376
98	0	88	0	102	172	1428	201
98	0	81	103	127	160	2374	821
98	0	70	0	78	422	48	47
98	0	75	79	85	423	36	35
98	0	87	86	99	424	38	18
98	0	88	100	127	324	50	50
99	0	60	0	55	27	5013	84
99	0	60	56	79	27	5013	84
99	0	84	80	127	28	3175	21
100	0	66	0	80	170	844	2376
100	0	86	81	127	171	684	2583
101	0	84	0	127	181	21	6246
102	0	68	0	85	85	3689	8712
102	0	86	86	101	390	82	9507
102	0	79	102	127	379	1346	5219
102	0	43	0	47	343	8834	675
102	0	55	48	67	344	5417	338
102	0	72	68	87	345	3494	43
102	0	72	88	96	345	3494	43
102	0	89	97	127	433	458	16
102	0	43	0	50	343	8834	675
102	0	55	51	70	344	5417	338
102	0	72	71	91	345	3494	43
102	0	95	92	127	346	2406	22
103	0	61	0	83	393	2324	2277
